stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code,stop_code,stop_desc,zone_id,stop_url,stop_timezone,wheelchair_boarding
5149O00126C9,"Estrada da Pedra, próximo ao número 700",-22.9414196704506,-43.6633087211231,0,,,,,,,,
5149O00127C0,"Estrada da Pedra, s/n Lt. 1 Q. 6.",-22.9432387175831,-43.6616705222032,0,,,,,,,,
5149O00128C9,"Estrada da Pedra, 1658",-22.9456279134547,-43.6577206987727,0,,,,,,,,
5149O00129C0,Estrada da Pedra próximo ao 1660-2124 - sentido Pedra de Guaratiba,-22.94662,-43.65503,0,,,,,,,,
5149O00130C0,Estrada da Pedra próximo ao 2274-2374,-22.94946,-43.6523,0,,,,,,,,
5149O00131C9,"Estrada da Pedra, em frente a Estação BRT Vendas de Varanda.",-22.9513331468463,-43.650534025443,0,,,,,,,,
5149O00236C0,"Rua Felipe Cardoso, 2702",-22.9343957576495,-43.6689714013486,0,,,,,,,,
5149O00237C0,"Estrada da Pedra, próximo ao número 160 - BRT Santa Veridiana.",-22.9402937110565,-43.6652084094076,0,,,,,,,,
5149O00238C0,"Estrada da Pedra, próximo ao número 753 - Em frente ao Condomínio Viva Vida.",-22.9413850681414,-43.6630472301891,0,,,,,,,,
5149O00262C9,"Estrada da Pedra, próximo ao número 175.",-22.9509450277088,-43.650552873294,0,,,,,,,,
5149O00263C0,Ponto Final: SE 01 :: Diretão Alvorada,-22.91795,-43.68352,0,,,,,,,,
5151BO0001U1,Pingo dÁgua,-22.9649,-43.64728,0,,,,,,,,
5151BO0001U2,Pingo DÁgua,-22.96483,-43.6472,0,,,,,,,,
5151BO0002U1,Magarça,-22.96869,-43.622,0,,,,,,,,
5151BO0002U2,Magarça,-22.96859,-43.62204,0,,,,,,,,
5151BO0003U2,Mato Alto,-22.9935,-43.59706,0,,,,,,,,
