,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,5151BO0003X1,B0025AABAAIDU01,00:00:00,00:00:00,1,0,2022-03-16,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
1,1,5151BO0004U1,B0025AABAAIDU01,00:03:18,00:03:18,2,1585,2022-03-16,Embrapa,-22.99965,-43.58229,POINT (-43.58229 -22.99965)
2,2,5151BO0005U1,B0025AABAAIDU01,00:08:33,00:08:33,3,4111,2022-03-16,CTEx,-23.00527,-43.558409999999995,POINT (-43.55840999999999 -23.00527)
3,3,5151BO0006U1,B0025AABAAIDU01,00:12:38,00:12:38,4,6068,2022-03-16,Ilha de Guaratiba,-23.009520000000002,-43.53988,POINT (-43.53988 -23.00952)
4,4,4131BO0085U2,B0025AABAAIDU01,00:18:00,00:18:00,5,8641,2022-03-16,Pontal,-23.016364187245888,-43.515884263849955,POINT (-43.51588426384996 -23.01636418724589)
5,5,4131BO0088U2,B0025AABAAIDU01,00:19:34,00:19:34,6,9394,2022-03-16,Dom Bosco,-23.0182993794805,-43.50883388495998,POINT (-43.50883388495998 -23.0182993794805)
6,6,4132BO0003U1,B0025AABAAIDU01,00:21:30,00:21:30,7,10320,2022-03-16,Notre Dame,-23.02065,-43.50016,POINT (-43.50016 -23.02065)
7,7,4132BO0004U1,B0025AABAAIDU01,00:22:16,00:22:16,8,10689,2022-03-16,Recanto das Garças,-23.02107,-43.49658,POINT (-43.49658 -23.02107)
8,8,4132BO0005U1,B0025AABAAIDU01,00:24:22,00:24:22,9,11699,2022-03-16,Recreio Shopping,-23.019560000000002,-43.48686,POINT (-43.48686 -23.01956)
9,9,4132BO0006U1,B0025AABAAIDU01,00:25:19,00:25:19,10,12154,2022-03-16,Guiomar Novaes,-23.01846,-43.48258,POINT (-43.48258 -23.01846)
10,10,4132BO0007U1,B0025AABAAIDU01,00:26:34,00:26:34,11,12756,2022-03-16,Gilka Machado,-23.017020000000002,-43.47691,POINT (-43.47691 -23.01702)
11,11,4132BO0008U1,B0025AABAAIDU01,00:27:47,00:27:47,12,13340,2022-03-16,Nova Barra,-23.015639999999998,-43.47141,POINT (-43.47141 -23.01564)
12,12,4132BO0009U1,B0025AABAAIDU01,00:28:50,00:28:50,13,13843,2022-03-16,Benvindo de Novaes,-23.014429999999997,-43.46668,POINT (-43.46668 -23.01443)
13,13,4132BO0010U1,B0025AABAAIDU01,00:30:39,00:30:39,14,14719,2022-03-16,Gláucio Gil,-23.01233,-43.45844,POINT (-43.45844 -23.01233)
14,14,4132BO0011U1,B0025AABAAIDU01,00:31:57,00:31:57,15,15339,2022-03-16,Guignard,-23.01083,-43.45261,POINT (-43.45261 -23.01083)
15,15,4132BO0012U1,B0025AABAAIDU01,00:32:50,00:32:50,16,15761,2022-03-16,Gelson Fonseca,-23.00981,-43.448640000000005,POINT (-43.44864 -23.00981)
16,16,4132BO0013U1,B0025AABAAIDU01,00:34:15,00:34:15,17,16440,2022-03-16,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
17,17,4128BO0001U1,B0025AABAAIDU01,00:36:32,00:36:32,18,17541,2022-03-16,Pontões / Barrasul,-23.00551,-43.4319,POINT (-43.4319 -23.00551)
18,18,4128BO0002U1,B0025AABAAIDU01,00:38:19,00:38:19,19,18399,2022-03-16,Pedra de Itaúna,-23.00295,-43.424,POINT (-43.424 -23.00295)
19,19,4128BO0003U1,B0025AABAAIDU01,00:39:48,00:39:48,20,19109,2022-03-16,Interlagos,-23.00092,-43.417429999999996,POINT (-43.41743 -23.00092)
20,20,4128BO0004U1,B0025AABAAIDU01,00:40:56,00:40:56,21,19649,2022-03-16,Golfe Olímpico,-23.00009,-43.41223,POINT (-43.41223 -23.00009)
21,21,4128BO0005U1,B0025AABAAIDU01,00:42:04,00:42:04,22,20193,2022-03-16,Riomar,-22.99999,-43.40692,POINT (-43.40692 -22.99999)
22,22,4128BO0212U2,B0025AABAAIDU01,00:43:52,00:43:52,23,21057,2022-03-16,Santa Monica Jardins,-23.00025052263605,-43.398496050683434,POINT (-43.39849605068343 -23.00025052263605)
23,23,4128BO0216U2,B0025AABAAIDU01,00:45:46,00:45:46,24,21968,2022-03-16,Américas Park,-23.00046933557426,-43.38961203019338,POINT (-43.38961203019338 -23.00046933557426)
24,24,4128BO0218U2,B0025AABAAIDU01,00:47:10,00:47:10,25,22645,2022-03-16,Novo Leblon,-23.000458847108817,-43.38300405371413,POINT (-43.38300405371413 -23.00045884710882)
25,25,4128BO0221U2,B0025AABAAIDU01,00:48:24,00:48:24,26,23234,2022-03-16,Bosque da Barra,-23.000352332607445,-43.37725588075345,POINT (-43.37725588075345 -23.00035233260745)
26,26,4128B00225P0,B0025AABAAIDU01,00:51:04,00:51:04,27,24512,2022-03-16,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
27,27,5151BO0003X1,B0025AABAAIDU01,00:00:00,00:00:00,1,0,2022-03-17,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
28,28,5151BO0004U1,B0025AABAAIDU01,00:03:18,00:03:18,2,1585,2022-03-17,Embrapa,-22.99965,-43.58229,POINT (-43.58229 -22.99965)
29,29,5151BO0005U1,B0025AABAAIDU01,00:08:33,00:08:33,3,4111,2022-03-17,CTEx,-23.00527,-43.558409999999995,POINT (-43.55840999999999 -23.00527)
30,30,5151BO0006U1,B0025AABAAIDU01,00:12:38,00:12:38,4,6068,2022-03-17,Ilha de Guaratiba,-23.009520000000002,-43.53988,POINT (-43.53988 -23.00952)
31,31,4131BO0085U2,B0025AABAAIDU01,00:18:00,00:18:00,5,8641,2022-03-17,Pontal,-23.016364187245888,-43.515884263849955,POINT (-43.51588426384996 -23.01636418724589)
32,32,4131BO0088U2,B0025AABAAIDU01,00:19:34,00:19:34,6,9394,2022-03-17,Dom Bosco,-23.0182993794805,-43.50883388495998,POINT (-43.50883388495998 -23.0182993794805)
33,33,4132BO0003U1,B0025AABAAIDU01,00:21:30,00:21:30,7,10320,2022-03-17,Notre Dame,-23.02065,-43.50016,POINT (-43.50016 -23.02065)
34,34,4132BO0004U1,B0025AABAAIDU01,00:22:16,00:22:16,8,10689,2022-03-17,Recanto das Garças,-23.02107,-43.49658,POINT (-43.49658 -23.02107)
35,35,4132BO0005U1,B0025AABAAIDU01,00:24:22,00:24:22,9,11699,2022-03-17,Recreio Shopping,-23.019560000000002,-43.48686,POINT (-43.48686 -23.01956)
36,36,4132BO0006U1,B0025AABAAIDU01,00:25:19,00:25:19,10,12154,2022-03-17,Guiomar Novaes,-23.01846,-43.48258,POINT (-43.48258 -23.01846)
37,37,4132BO0007U1,B0025AABAAIDU01,00:26:34,00:26:34,11,12756,2022-03-17,Gilka Machado,-23.017020000000002,-43.47691,POINT (-43.47691 -23.01702)
38,38,4132BO0008U1,B0025AABAAIDU01,00:27:47,00:27:47,12,13340,2022-03-17,Nova Barra,-23.015639999999998,-43.47141,POINT (-43.47141 -23.01564)
39,39,4132BO0009U1,B0025AABAAIDU01,00:28:50,00:28:50,13,13843,2022-03-17,Benvindo de Novaes,-23.014429999999997,-43.46668,POINT (-43.46668 -23.01443)
40,40,4132BO0010U1,B0025AABAAIDU01,00:30:39,00:30:39,14,14719,2022-03-17,Gláucio Gil,-23.01233,-43.45844,POINT (-43.45844 -23.01233)
41,41,4132BO0011U1,B0025AABAAIDU01,00:31:57,00:31:57,15,15339,2022-03-17,Guignard,-23.01083,-43.45261,POINT (-43.45261 -23.01083)
42,42,4132BO0012U1,B0025AABAAIDU01,00:32:50,00:32:50,16,15761,2022-03-17,Gelson Fonseca,-23.00981,-43.448640000000005,POINT (-43.44864 -23.00981)
43,43,4132BO0013U1,B0025AABAAIDU01,00:34:15,00:34:15,17,16440,2022-03-17,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
44,44,4128BO0001U1,B0025AABAAIDU01,00:36:32,00:36:32,18,17541,2022-03-17,Pontões / Barrasul,-23.00551,-43.4319,POINT (-43.4319 -23.00551)
45,45,4128BO0002U1,B0025AABAAIDU01,00:38:19,00:38:19,19,18399,2022-03-17,Pedra de Itaúna,-23.00295,-43.424,POINT (-43.424 -23.00295)
46,46,4128BO0003U1,B0025AABAAIDU01,00:39:48,00:39:48,20,19109,2022-03-17,Interlagos,-23.00092,-43.417429999999996,POINT (-43.41743 -23.00092)
47,47,4128BO0004U1,B0025AABAAIDU01,00:40:56,00:40:56,21,19649,2022-03-17,Golfe Olímpico,-23.00009,-43.41223,POINT (-43.41223 -23.00009)
48,48,4128BO0005U1,B0025AABAAIDU01,00:42:04,00:42:04,22,20193,2022-03-17,Riomar,-22.99999,-43.40692,POINT (-43.40692 -22.99999)
49,49,4128BO0212U2,B0025AABAAIDU01,00:43:52,00:43:52,23,21057,2022-03-17,Santa Monica Jardins,-23.00025052263605,-43.398496050683434,POINT (-43.39849605068343 -23.00025052263605)
50,50,4128BO0216U2,B0025AABAAIDU01,00:45:46,00:45:46,24,21968,2022-03-17,Américas Park,-23.00046933557426,-43.38961203019338,POINT (-43.38961203019338 -23.00046933557426)
51,51,4128BO0218U2,B0025AABAAIDU01,00:47:10,00:47:10,25,22645,2022-03-17,Novo Leblon,-23.000458847108817,-43.38300405371413,POINT (-43.38300405371413 -23.00045884710882)
52,52,4128BO0221U2,B0025AABAAIDU01,00:48:24,00:48:24,26,23234,2022-03-17,Bosque da Barra,-23.000352332607445,-43.37725588075345,POINT (-43.37725588075345 -23.00035233260745)
53,53,4128B00225P0,B0025AABAAIDU01,00:51:04,00:51:04,27,24512,2022-03-17,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
54,54,5151BO0003X1,B0025AABAAIDU01,00:00:00,00:00:00,1,0,2022-03-18,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
55,55,5151BO0004U1,B0025AABAAIDU01,00:03:18,00:03:18,2,1585,2022-03-18,Embrapa,-22.99965,-43.58229,POINT (-43.58229 -22.99965)
56,56,5151BO0005U1,B0025AABAAIDU01,00:08:33,00:08:33,3,4111,2022-03-18,CTEx,-23.00527,-43.558409999999995,POINT (-43.55840999999999 -23.00527)
57,57,5151BO0006U1,B0025AABAAIDU01,00:12:38,00:12:38,4,6068,2022-03-18,Ilha de Guaratiba,-23.009520000000002,-43.53988,POINT (-43.53988 -23.00952)
58,58,4131BO0085U2,B0025AABAAIDU01,00:18:00,00:18:00,5,8641,2022-03-18,Pontal,-23.016364187245888,-43.515884263849955,POINT (-43.51588426384996 -23.01636418724589)
59,59,4131BO0088U2,B0025AABAAIDU01,00:19:34,00:19:34,6,9394,2022-03-18,Dom Bosco,-23.0182993794805,-43.50883388495998,POINT (-43.50883388495998 -23.0182993794805)
60,60,4132BO0003U1,B0025AABAAIDU01,00:21:30,00:21:30,7,10320,2022-03-18,Notre Dame,-23.02065,-43.50016,POINT (-43.50016 -23.02065)
61,61,4132BO0004U1,B0025AABAAIDU01,00:22:16,00:22:16,8,10689,2022-03-18,Recanto das Garças,-23.02107,-43.49658,POINT (-43.49658 -23.02107)
62,62,4132BO0005U1,B0025AABAAIDU01,00:24:22,00:24:22,9,11699,2022-03-18,Recreio Shopping,-23.019560000000002,-43.48686,POINT (-43.48686 -23.01956)
63,63,4132BO0006U1,B0025AABAAIDU01,00:25:19,00:25:19,10,12154,2022-03-18,Guiomar Novaes,-23.01846,-43.48258,POINT (-43.48258 -23.01846)
64,64,4132BO0007U1,B0025AABAAIDU01,00:26:34,00:26:34,11,12756,2022-03-18,Gilka Machado,-23.017020000000002,-43.47691,POINT (-43.47691 -23.01702)
65,65,4132BO0008U1,B0025AABAAIDU01,00:27:47,00:27:47,12,13340,2022-03-18,Nova Barra,-23.015639999999998,-43.47141,POINT (-43.47141 -23.01564)
66,66,4132BO0009U1,B0025AABAAIDU01,00:28:50,00:28:50,13,13843,2022-03-18,Benvindo de Novaes,-23.014429999999997,-43.46668,POINT (-43.46668 -23.01443)
67,67,4132BO0010U1,B0025AABAAIDU01,00:30:39,00:30:39,14,14719,2022-03-18,Gláucio Gil,-23.01233,-43.45844,POINT (-43.45844 -23.01233)
