,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,4128BO0010P1,B0022AAB0AIDU01,00:00:00,00:00:00,1,0,2022-03-16,Terminal Alvorada :: Plataforma A (Embarque),-23.001116910361862,-43.366385801258076,POINT (-43.36638580125808 -23.00111691036186)
1,1,4128BO0011U1,B0022AAB0AIDU01,00:00:00,00:00:00,2,0,2022-03-16,Barra Shopping (Parador),-23.000020000000003,-43.3613,POINT (-43.3613 -23.00002)
2,2,4128BO0013U1,B0022AAB0AIDU01,00:00:00,00:00:00,3,0,2022-03-16,Parque das Rosas,-23.00011,-43.35249,POINT (-43.35249 -23.00011)
3,3,4128BO0014U1,B0022AAB0AIDU01,00:00:00,00:00:00,4,0,2022-03-16,Ricardo Marinho,-23.000220000000002,-43.3466,POINT (-43.3466 -23.00022)
4,4,4128BO0015U1,B0022AAB0AIDU01,00:00:00,00:00:00,5,0,2022-03-16,Barra Garden / Riviera,-23.0003,-43.3421,POINT (-43.3421 -23.0003)
5,5,4128BO0016U1,B0022AAB0AIDU01,00:00:00,00:00:00,6,0,2022-03-16,Afrânio Costa,-23.000614810613754,-43.33515833804607,POINT (-43.33515833804607 -23.00061481061375)
6,6,4128BO0017U1,B0022AAB0AIDU01,00:00:00,00:00:00,7,0,2022-03-16,Paulo Malta Rezende,-23.00132,-43.3291,POINT (-43.3291 -23.00132)
7,7,4128BO0018U1,B0022AAB0AIDU01,00:00:00,00:00:00,8,0,2022-03-16,Bosque Marapendi,-23.00336,-43.32396,POINT (-43.32396 -23.00336)
8,8,4128BO0019P1,B0022AAB0AIDU01,00:00:00,00:00:00,9,0,2022-03-16,Jardim Oceânico,-23.00675,-43.312459999999994,POINT (-43.31245999999999 -23.00675)
9,9,4128BO0010P1,B0022AAB0AIDU01,00:00:00,00:00:00,1,0,2022-03-17,Terminal Alvorada :: Plataforma A (Embarque),-23.001116910361862,-43.366385801258076,POINT (-43.36638580125808 -23.00111691036186)
10,10,4128BO0011U1,B0022AAB0AIDU01,00:00:00,00:00:00,2,0,2022-03-17,Barra Shopping (Parador),-23.000020000000003,-43.3613,POINT (-43.3613 -23.00002)
11,11,4128BO0013U1,B0022AAB0AIDU01,00:00:00,00:00:00,3,0,2022-03-17,Parque das Rosas,-23.00011,-43.35249,POINT (-43.35249 -23.00011)
12,12,4128BO0014U1,B0022AAB0AIDU01,00:00:00,00:00:00,4,0,2022-03-17,Ricardo Marinho,-23.000220000000002,-43.3466,POINT (-43.3466 -23.00022)
13,13,4128BO0015U1,B0022AAB0AIDU01,00:00:00,00:00:00,5,0,2022-03-17,Barra Garden / Riviera,-23.0003,-43.3421,POINT (-43.3421 -23.0003)
14,14,4128BO0016U1,B0022AAB0AIDU01,00:00:00,00:00:00,6,0,2022-03-17,Afrânio Costa,-23.000614810613754,-43.33515833804607,POINT (-43.33515833804607 -23.00061481061375)
15,15,4128BO0017U1,B0022AAB0AIDU01,00:00:00,00:00:00,7,0,2022-03-17,Paulo Malta Rezende,-23.00132,-43.3291,POINT (-43.3291 -23.00132)
16,16,4128BO0018U1,B0022AAB0AIDU01,00:00:00,00:00:00,8,0,2022-03-17,Bosque Marapendi,-23.00336,-43.32396,POINT (-43.32396 -23.00336)
17,17,4128BO0019P1,B0022AAB0AIDU01,00:00:00,00:00:00,9,0,2022-03-17,Jardim Oceânico,-23.00675,-43.312459999999994,POINT (-43.31245999999999 -23.00675)
