,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,3083BC0002P2,B0040AAFAAIDU01,00:00:00,00:00:00,1,0,2022-03-16,Terminal Paulo da Portela :: Embarque (BRT),-22.877670000000002,-43.33682,POINT (-43.33682 -22.87767)
1,1,4124BC0002X2,B0040AAFAAIDU01,00:00:00,00:00:00,2,2686,2022-03-16,Praça Seca,-22.89741,-43.35204,POINT (-43.35204 -22.89741)
2,2,4123BC0001X2,B0040AAFAAIDU01,00:00:00,00:00:00,3,4871,2022-03-16,Tanque,-22.915229999999998,-43.3612,POINT (-43.3612 -22.91523)
3,3,4122BC0192X2,B0040AAFAAIDU01,00:00:00,00:00:00,4,6485,2022-03-16,Taquara,-22.92377,-43.37396,POINT (-43.37396 -22.92377)
4,4,4122BC0002X2,B0040AAFAAIDU01,00:00:00,00:00:00,5,7926,2022-03-16,Santa Efigênia,-22.93664,-43.37184,POINT (-43.37184 -22.93664)
5,5,4119BC0051U1,B0040AAFAAIDU01,00:00:00,00:00:00,6,11034,2022-03-16,Curicica,-22.959866713322835,-43.38886582163086,POINT (-43.38886582163086 -22.95986671332284)
6,6,4128BC0004X2,B0040AAFAAIDU01,00:00:00,00:00:00,7,12663,2022-03-16,Rio 2,-22.97328,-43.38234,POINT (-43.38234 -22.97328)
7,7,4128BC0003U2,B0040AAFAAIDU01,00:00:00,00:00:00,8,14734,2022-03-16,Via Parque,-22.98396,-43.365759999999995,POINT (-43.36575999999999 -22.98396)
8,8,4128BO0226P2,B0040AAFAAIDU01,00:00:00,00:00:00,9,16658,2022-03-16,Terminal Alvorada :: Plataforma B (Desembarque),-23.001296303606267,-43.367123534465726,POINT (-43.36712353446573 -23.00129630360627)
9,9,4128BO0010P2,B0040AAFAAIDU01,00:00:00,00:00:00,10,16846,2022-03-16,Terminal Alvorada :: Plataforma B (Embarque),-23.00127408294008,-43.365286095561984,POINT (-43.36528609556198 -23.00127408294008)
10,10,3083BC0002P2,B0040AAFAAIDU01,00:00:00,00:00:00,1,0,2022-03-17,Terminal Paulo da Portela :: Embarque (BRT),-22.877670000000002,-43.33682,POINT (-43.33682 -22.87767)
11,11,4124BC0002X2,B0040AAFAAIDU01,00:00:00,00:00:00,2,2686,2022-03-17,Praça Seca,-22.89741,-43.35204,POINT (-43.35204 -22.89741)
12,12,4123BC0001X2,B0040AAFAAIDU01,00:00:00,00:00:00,3,4871,2022-03-17,Tanque,-22.915229999999998,-43.3612,POINT (-43.3612 -22.91523)
13,13,4122BC0192X2,B0040AAFAAIDU01,00:00:00,00:00:00,4,6485,2022-03-17,Taquara,-22.92377,-43.37396,POINT (-43.37396 -22.92377)
14,14,4122BC0002X2,B0040AAFAAIDU01,00:00:00,00:00:00,5,7926,2022-03-17,Santa Efigênia,-22.93664,-43.37184,POINT (-43.37184 -22.93664)
15,15,4119BC0051U1,B0040AAFAAIDU01,00:00:00,00:00:00,6,11034,2022-03-17,Curicica,-22.959866713322835,-43.38886582163086,POINT (-43.38886582163086 -22.95986671332284)
16,16,4128BC0004X2,B0040AAFAAIDU01,00:00:00,00:00:00,7,12663,2022-03-17,Rio 2,-22.97328,-43.38234,POINT (-43.38234 -22.97328)
17,17,4128BC0003U2,B0040AAFAAIDU01,00:00:00,00:00:00,8,14734,2022-03-17,Via Parque,-22.98396,-43.365759999999995,POINT (-43.36575999999999 -22.98396)
18,18,4128BO0226P2,B0040AAFAAIDU01,00:00:00,00:00:00,9,16658,2022-03-17,Terminal Alvorada :: Plataforma B (Desembarque),-23.001296303606267,-43.367123534465726,POINT (-43.36712353446573 -23.00129630360627)
