longitude,latitude,vei_nro_gestor,direcao,velocidade,inicio_viagem,linha,nomeLinha,nomeItinerario,comunicacao
-43.433547,-23.005765,47029,5,48,2022-08-04 10:37:56,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 10:59:27
-43.495622,-23.021145,86840,1,29,2022-08-04 10:39:00,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 10:59:39
-43.268062,-22.845282,12716,7,45,2022-08-04 09:01:41,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 10:59:31
-43.390728,-22.960493,44732,5,32,2022-08-04 10:30:18,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:40
-43.312505,-23.006458,30514,1,22,2022-08-04 10:36:44,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 10:59:39
-43.40576,-22.976928,30508,6,0,2022-08-04 09:13:51,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 10:59:28
-43.239568,-22.839687,44706,5,0,2022-08-04 10:48:43,42A,GALEAO X MADUREIRA (PARADOR),Iti Default,2022-08-04 10:59:21
-43.313112,-23.006713,47020,0,0,2022-08-04 06:57:58,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 10:59:47
-43.382725,-22.958562,13425,1,0,2022-08-04 10:04:24,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 10:59:28
-43.383782,-22.973095,86836,6,0,2022-08-04 08:49:52,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 10:59:36
-43.443485,-23.008538,12730,5,7,2022-08-04 10:46:01,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 10:59:21
-43.336095,-22.878065,47022,2,0,2022-08-04 10:47:59,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:34
-43.3124,-23.006762,47009,0,0,2022-08-04 06:11:09,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 10:59:35
-43.366168,-23.001088,86863,5,0,2022-08-04 10:53:06,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 10:59:34
-43.36664,-23.000563,12729,7,21,2022-08-04 10:49:48,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 10:59:23
-43.31615,-22.852357,30504,1,0,2022-08-04 10:12:39,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 10:59:56
-43.28212,-22.839955,12711,2,19,2022-08-04 09:41:25,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 10:59:54
-43.680718,-22.921083,47023,6,0,2022-08-04 09:42:18,13,MATO ALTO X ALVORADA (EXPRESSO),ITI VOLTA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 10:59:56
-43.360835,-22.999698,47018,6,47,2022-08-04 10:44:21,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:11
-43.313112,-23.006713,47020,5,0,2022-08-04 06:57:58,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 11:00:18
-43.368678,-23.000087,12729,6,31,2022-08-04 10:49:48,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 10:59:54
-43.404948,-22.97602,13407,0,0,2022-08-04 08:55:20,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 10:59:58
-43.385478,-22.959068,12725,5,59,2022-08-04 10:04:20,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 11:00:07
-43.438948,-23.008263,13424,2,22,2022-08-04 10:56:28,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI VOLTA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 10:59:57
-43.313862,-23.006377,13421,7,0,2022-08-04 10:52:44,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:16
-43.466227,-23.014325,50302,1,14,2022-08-04 06:35:55,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:07
-43.351163,-23.00001,47017,5,23,2022-08-04 10:30:29,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 11:00:02
-43.493833,-23.021042,30529,1,42,2022-08-04 09:21:15,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 10:59:59
-43.3124,-23.006762,47009,0,0,2022-08-04 06:11:09,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:06
-43.317532,-22.852512,13427,5,50,2022-08-04 10:40:20,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 11:00:16
-43.239482,-22.841225,13404,3,35,2022-08-04 08:49:50,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:05
-43.647575,-22.964592,13408,4,12,2022-08-04 10:09:23,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 11:00:03
-43.38022,-22.957478,13425,1,51,2022-08-04 10:04:24,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 10:59:58
-43.508725,-23.018217,86870,6,34,2022-08-04 10:28:55,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 10:59:51
-43.366323,-23.000168,47002,2,20,2022-08-04 10:19:11,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:00
-43.366107,-23.000678,12733,2,0,2022-08-04 09:18:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:09
-43.275725,-22.841967,44705,6,0,2022-08-04 09:24:43,40A,ALVORADA X MADUREIRA (EXPRESSO),Iti Default,2022-08-04 11:00:08
-43.270368,-22.843078,12716,6,47,2022-08-04 09:01:41,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:02
-43.647255,-22.96512,30523,6,0,2022-08-04 09:41:47,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 11:00:00
-43.367573,-23.000752,13409,6,0,2022-08-04 10:52:10,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 10:59:59
-43.28147,-22.840447,90003,2,29,2022-08-04 09:56:46,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 10:59:59
-43.336705,-22.877635,12737,5,0,2022-08-04 11:00:06,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:07
-43.365668,-23.000688,44731,7,0,2022-08-04 09:48:30,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 10:59:57
-43.313702,-23.006193,12728,5,10,2022-08-04 10:19:49,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:10
-43.406412,-22.978937,47011,4,94,2022-08-04 10:19:51,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI VOLTA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 10:59:56
-43.364262,-23.001118,47008,7,17,2022-08-04 10:03:04,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 10:59:58
-43.654582,-22.928893,86842,1,36,2022-08-04 09:52:08,19,PINGO DAGUA X SALVADOR ALLENDE (EXPRESSO),Iti Default,2022-08-04 10:59:49
-43.36714,-22.919667,86809,1,35,2022-08-04 09:21:58,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 10:59:55
-43.510267,-23.017808,12717,6,0,2022-08-04 10:21:37,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 10:59:57
-43.60807,-22.920633,86814,0,0,2022-08-04 09:28:06,12,PINGO DAGUA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 10:59:55
-43.399638,-22.884187,30542,6,0,2022-08-04 10:57:17,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 10:59:49
-43.365588,-23.002265,13422,5,0,2022-08-04 10:38:16,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 10:59:49
-43.312562,-23.005978,30514,0,0,2022-08-04 10:59:55,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 11:00:09
-43.336272,-22.877805,90007,0,0,2022-08-04 10:29:50,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:58
-43.279565,-22.841502,27173,2,0,2022-08-04 07:52:23,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:16
-43.364258,-23.001027,30524,7,15,2022-08-04 06:44:57,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:07
-43.360325,-22.911378,12702,0,61,2022-08-04 09:21:34,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 10:59:48
-43.683525,-22.916747,47001,0,0,2022-08-04 09:09:56,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 10:59:54
-43.239717,-22.839572,12715,1,0,2022-08-04 10:47:16,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:08
-43.39543,-22.93228,13413,4,34,2022-08-04 09:25:44,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 11:00:06
-43.440458,-23.008458,12738,0,0,2022-08-04 09:55:37,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:56
-43.5301,-23.01272,30519,2,62,2022-08-04 10:48:09,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:03
-43.396703,-22.920523,13412,0,49,2022-08-04 10:38:49,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:17
-43.366433,-23.000867,86874,1,9,2022-08-04 09:44:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:17
-43.392685,-22.973165,13401,1,31,2022-08-04 09:53:00,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:02
-43.309855,-22.85085,12712,0,0,2022-08-04 10:43:04,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 10:59:56
-43.440678,-23.008748,30536,0,0,2022-08-04 09:54:40,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:58
-43.386083,-22.972667,86836,6,33,2022-08-04 08:49:52,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:06
-43.366168,-23.001088,86863,1,0,2022-08-04 10:53:06,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:04
-43.44026,-23.008595,47021,1,0,2022-08-04 09:53:49,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:10
-43.316463,-23.006363,30531,2,0,2022-08-04 10:45:37,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:15
-43.239465,-22.83981,44706,3,4,2022-08-04 10:48:43,42A,GALEAO X MADUREIRA (PARADOR),Iti Default,2022-08-04 10:59:52
-43.352992,-22.898755,30520,0,21,2022-08-04 10:29:49,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:54
-43.405805,-22.977017,30508,6,0,2022-08-04 09:13:51,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 10:59:59
-43.36854,-22.920155,30532,5,0,2022-08-04 09:20:49,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 11:00:08
-43.504062,-23.019538,30537,6,56,2022-08-04 10:32:59,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 10:59:52
-43.365298,-23.000658,12739,4,0,2022-08-04 08:52:19,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:18
-43.44349,-23.008537,12730,5,42,2022-08-04 10:46:01,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 10:59:54
-43.44103,-23.007735,47029,5,55,2022-08-04 10:37:56,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:16
-43.358288,-22.9091,30521,4,66,2022-08-04 10:42:28,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 10:59:51
-43.365033,-22.999993,47032,6,55,2022-08-04 09:52:29,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:14
-43.396112,-22.8598,13402,5,39,2022-08-04 10:13:49,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:10
-43.38866,-23.000522,86878,1,10,2022-08-04 09:30:14,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:01
-43.33638,-22.877778,47022,7,0,2022-08-04 10:47:59,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:04
-43.551502,-23.007038,12721,2,0,2022-08-04 09:59:49,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:16
-43.282375,-22.839813,12703,2,37,2022-08-04 10:23:09,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 10:59:58
-43.328948,-23.001292,47007,2,0,2022-08-04 10:12:14,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 10:59:56
-43.365833,-22.984152,47030,3,30,2022-08-04 10:19:10,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 10:59:56
-43.647308,-22.964852,30527,1,5,2022-08-04 10:25:54,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 11:00:13
-43.492333,-23.020853,86840,1,46,2022-08-04 10:39:00,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:09
-43.397528,-22.900652,30509,3,65,2022-08-04 10:45:42,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:08
-43.365298,-23.000658,12739,4,0,2022-08-04 08:52:19,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:48
-43.316463,-23.006363,30531,2,0,2022-08-04 10:45:37,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:46
-43.352695,-23.000008,47017,5,6,2022-08-04 10:30:29,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 11:00:33
-43.336833,-22.877825,12737,1,10,2022-08-04 11:00:06,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:36
-43.365588,-23.002265,13422,5,0,2022-08-04 10:38:16,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 11:00:19
-43.365643,-23.00074,44731,3,0,2022-08-04 09:48:30,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 11:00:28
-43.442335,-23.008065,47029,5,31,2022-08-04 10:37:56,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:28
-43.398132,-22.91553,30509,3,48,2022-08-04 10:45:42,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:38
-43.238293,-22.844683,13404,3,28,2022-08-04 08:49:50,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:35
-43.366187,-23.000995,86863,1,0,2022-08-04 10:53:06,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 11:00:35
-43.366107,-23.000678,12733,7,0,2022-08-04 09:18:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:40
-43.3993,-22.884293,30542,2,6,2022-08-04 10:57:17,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 11:00:19
-43.385862,-23.00055,86878,2,45,2022-08-04 09:30:14,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:32
-43.652935,-22.927462,86842,0,44,2022-08-04 09:52:08,19,PINGO DAGUA X SALVADOR ALLENDE (EXPRESSO),Iti Default,2022-08-04 11:00:20
-43.376588,-22.954767,13425,1,51,2022-08-04 10:04:24,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 11:00:29
-43.239717,-22.839572,12715,1,0,2022-08-04 10:47:16,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:38
-43.394127,-22.973838,13401,5,0,2022-08-04 09:53:00,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:23
-43.406412,-22.978937,47011,4,94,2022-08-04 10:19:51,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI VOLTA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:26
-43.313853,-23.006567,13421,7,0,2022-08-04 10:52:44,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:46
-43.392545,-22.96144,44732,5,41,2022-08-04 10:30:18,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:43
-43.440593,-23.0087,30536,0,0,2022-08-04 09:54:40,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:29
-43.508098,-23.018497,30537,6,34,2022-08-04 10:32:59,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 11:00:22
-43.280785,-22.84083,12703,2,12,2022-08-04 10:23:09,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:29
-43.440702,-23.008755,12738,5,0,2022-08-04 09:55:37,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:27
-43.607667,-22.92081,86814,2,7,2022-08-04 09:28:06,12,PINGO DAGUA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 11:00:25
-43.352797,-22.898645,30520,3,0,2022-08-04 10:29:49,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:25
-43.647787,-22.963723,47014,7,44,2022-08-04 10:03:31,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:24
-43.36582,-23.000995,47008,6,4,2022-08-04 10:03:04,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 11:00:29
-43.365887,-23.001,30524,5,14,2022-08-04 06:44:57,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:38
-43.445947,-23.00895,12730,6,0,2022-08-04 10:46:01,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 11:00:22
-43.309967,-22.850925,12712,0,0,2022-08-04 10:43:04,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 11:00:27
-43.362205,-22.999648,47018,5,12,2022-08-04 10:44:21,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:43
-43.33611,-22.877852,90007,3,0,2022-08-04 10:29:50,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:28
-43.281138,-22.840658,90003,2,29,2022-08-04 09:56:46,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 11:00:30
-43.358755,-22.909565,30521,4,54,2022-08-04 10:42:28,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 11:00:47
-43.372667,-23.000213,12729,5,59,2022-08-04 10:49:48,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 11:00:24
-43.397258,-22.916495,13412,7,58,2022-08-04 10:38:49,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 11:00:47
-43.490083,-23.020445,30529,1,47,2022-08-04 09:21:15,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 11:00:30
-43.31242,-23.006907,47009,0,0,2022-08-04 06:11:09,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 11:00:36
