longitude,latitude,vei_nro_gestor,direcao,velocidade,inicio_viagem,linha,nomeLinha,nomeItinerario,comunicacao
-43.276848,-22.841428,12701,3,0,2022-08-04 05:21:17,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:46:45
-43.348673,-23.000077,47014,6,50,2022-08-04 09:19:02,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:46:46
-43.365185,-23.000942,47028,7,0,2022-08-04 08:45:24,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:04
-43.324608,-23.003145,47032,2,0,2022-08-04 08:49:31,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI IDA - 35B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:00
-43.68354,-22.917857,86878,7,0,2022-08-04 09:30:14,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:46:53
-43.396562,-23.000212,86875,5,32,2022-08-04 09:40:04,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:11
-43.361525,-22.915538,30531,4,33,2022-08-04 09:03:44,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:10
-43.401247,-22.862085,13424,2,0,2022-08-04 09:44:18,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:46:46
-43.312905,-23.006772,30514,2,27,2022-08-04 09:45:54,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:04
-43.516722,-23.016227,86861,2,60,2022-08-04 07:53:04,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:01
-43.55657,-23.00586,12729,2,59,2022-08-04 09:08:23,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:14
-43.339473,-22.879082,30536,1,0,2022-08-04 08:59:40,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:47:03
-43.549472,-23.007528,12730,2,59,2022-08-04 09:35:35,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:12
-43.388988,-22.959668,12728,6,0,2022-08-04 08:44:00,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:05
-43.443395,-23.008432,27212,5,0,2022-08-04 09:21:44,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:14
-43.598935,-22.991663,47029,1,0,2022-08-04 09:43:05,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:46:51
-43.523595,-23.015502,47001,5,47,2022-08-04 09:09:56,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:07
-43.44187,-23.008358,13408,3,0,2022-08-04 07:50:51,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:46:55
-43.351605,-22.897103,12734,3,0,2022-08-04 05:48:30,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:46:49
-43.401048,-22.972265,47002,3,15,2022-08-04 09:13:41,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:55
-43.31272,-23.006248,86836,2,0,2022-08-04 08:49:52,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:02
-43.406003,-22.976252,30520,4,45,2022-08-04 09:19:45,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:46:46
-43.41524,-22.98797,47022,4,53,2022-08-04 08:46:13,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:46:57
-43.467972,-23.014565,86840,5,30,2022-08-04 09:19:47,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:46:58
-43.365062,-23.000665,30511,2,0,2022-08-04 05:42:36,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:13
-43.425908,-23.003652,86870,1,53,2022-08-04 09:19:18,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:47:08
-43.40037,-22.883898,30525,0,37,2022-08-04 08:37:04,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:48
-43.365417,-23.001093,12702,7,0,2022-08-04 09:21:34,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:14
-43.313463,-23.006768,30542,2,0,2022-08-04 08:30:38,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:12
-43.332423,-22.863292,12706,5,21,2022-08-04 08:12:22,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:46:50
-43.37037,-22.921325,47017,4,0,2022-08-04 08:14:11,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:46:58
-43.684615,-22.916403,86874,3,8,2022-08-04 09:44:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:12
-43.364993,-23.000623,90001,3,0,2022-08-04 05:58:56,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:46:55
-43.340993,-23.000213,13422,2,29,2022-08-04 09:38:24,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:14
-43.341142,-22.878778,13421,4,24,2022-08-04 08:22:27,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:11
-43.391582,-22.948075,30533,3,0,2022-08-04 06:06:14,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:46:52
-43.419828,-23.001678,12717,1,56,2022-08-04 08:28:10,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:46:46
-43.312133,-23.006543,90006,6,0,2022-08-04 09:22:15,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:55
-43.36534,-22.973413,13414,1,0,2022-08-04 09:12:49,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:50
-43.400972,-22.887277,13407,4,47,2022-08-04 08:55:20,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:46:50
-43.336267,-22.877923,12726,6,0,2022-08-04 04:54:30,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:54
-43.366738,-23.000873,30523,1,20,2022-08-04 09:41:47,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:46:49
-43.365333,-23.000658,13425,5,0,2022-08-04 06:15:41,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:46:49
-43.234385,-22.827843,12716,0,59,2022-08-04 09:01:41,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:46:52
-43.336198,-22.878775,90005,0,0,2022-08-04 09:07:57,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:14
-43.497037,-23.02111,50302,5,37,2022-08-04 06:35:55,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:46:54
-43.389218,-22.959967,13402,5,0,2022-08-04 09:18:44,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:06
-43.312365,-23.006257,47018,1,0,2022-08-04 09:45:06,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:06
-43.313185,-23.006843,86809,3,0,2022-08-04 09:21:58,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:46
-43.39048,-22.967562,44705,0,0,2022-08-04 09:24:43,40A,ALVORADA X MADUREIRA (EXPRESSO),Iti Default,2022-08-04 09:46:59
-43.366812,-23.000943,30537,2,14,2022-08-04 09:45:04,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:03
-43.290033,-22.837498,27205,6,0,2022-08-04 05:06:27,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:11
-43.367175,-23.000713,30504,3,0,2022-08-04 09:19:12,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:09
-43.352455,-22.897607999999998,27204,5,0,2022-08-04 09:20:56,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI IDA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:45:34
-43.239407,-22.839948,12712,3,0,2022-08-04 09:46:26,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:46:49
-43.48663,-23.019572,86879,1,16,2022-08-04 08:42:05,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:10
-43.247905,-22.811733,13404,2,47,2022-08-04 08:49:50,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:46:55
-43.684373,-22.917615,30529,1,0,2022-08-04 09:21:15,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:46:45
-43.399817,-22.883943,13428,6,4,2022-08-04 08:16:44,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:06
-43.365747999999996,-22.988673,12711,7,4,2022-08-04 09:41:25,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:47:07
-43.365632,-22.978835,47008,4,47,2022-08-04 06:41:15,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:46:48
-43.3732,-22.931038,12713,7,43,2022-08-04 09:13:02,46,PENHA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 09:47:14
-43.324118,-23.003367,30506,6,21,2022-08-04 05:23:23,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:46:45
-43.488927,-23.020297,12739,1,26,2022-08-04 08:52:19,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:15
-43.396568,-22.966357,47011,4,20,2022-08-04 09:35:28,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:46:49
-43.360217,-22.910962,30524,0,51,2022-08-04 06:44:57,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:42:50
-43.596962,-22.993513,12736,3,0,2022-08-04 08:51:11,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:46:56
-43.486263,-23.019503,86853,1,0,2022-08-04 09:08:55,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:07
-43.368815,-22.999977,47030,7,33,2022-08-04 08:58:02,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:55
-43.313968,-23.006643,13410,7,0,2022-08-04 05:13:07,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:13
-43.372183,-22.943927,13427,7,55,2022-08-04 08:55:52,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:46:57
-43.60567,-22.986738,12733,2,56,2022-08-04 09:18:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:01
-43.440583,-23.00849,90007,7,0,2022-08-04 09:39:53,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:46:48
-43.551343,-23.007032,13405,2,58,2022-08-04 09:36:39,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:46:48
-43.37309,-22.932145,30521,7,36,2022-08-04 09:13:38,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:08
-43.33571,-22.871367,12715,7,0,2022-08-04 08:48:38,42A,GALEAO X MADUREIRA (PARADOR),ITI IDA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:46:58
-43.342198,-23.000117,13403,6,40,2022-08-04 09:15:35,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:46:46
-43.364738,-23.00102,47009,6,26,2022-08-04 06:11:09,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:46:51
-43.365143,-23.00072,86842,1,0,2022-08-04 06:36:42,19,PINGO DAGUA X SALVADOR ALLENDE (EXPRESSO),ITI IDA - 19 PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO),2022-08-04 09:47:14
-43.279162,-22.841772,12731,6,25,2022-08-04 09:39:48,46,PENHA X ALVORADA (EXPRESSO),ITI IDA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:04
-43.24283,-22.846777,12703,5,55,2022-08-04 09:21:15,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:46:47
-43.597302,-22.993153,50309,3,0,2022-08-04 09:25:19,13,MATO ALTO X ALVORADA (EXPRESSO),ITI IDA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:46:48
-43.405427,-22.976672999999998,30508,0,0,2022-08-04 09:13:51,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:46:47
-43.366528,-23.001007,47023,6,0,2022-08-04 09:42:18,13,MATO ALTO X ALVORADA (EXPRESSO),ITI VOLTA - 13 MATO ALTO X ALVORADA (EXPRESSO),2022-08-04 09:46:49
-43.364302,-23.001692,27174,3,0,2022-08-04 04:50:02,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:15
-43.334103,-22.865167,12725,0,51,2022-08-04 08:40:25,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:46:57
-43.597078,-22.993373,13409,2,0,2022-08-04 09:44:59,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:08
-43.41468,-23.00039,12709,1,61,2022-08-04 08:33:21,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:46:57
-43.446372,-23.0091,30519,5,57,2022-08-04 07:22:15,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:15
-43.40047,-22.884346999999998,47021,0,48,2022-08-04 08:33:51,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:47:01
-43.312398,-23.00662,13413,6,0,2022-08-04 09:25:44,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:46:51
-43.473433,-23.016022,86814,5,50,2022-08-04 09:28:06,12,PINGO DAGUA X ALVORADA (EXPRESSO),Iti Default,2022-08-04 09:46:50
-43.46661,-23.014343,86859,1,28,2022-08-04 09:07:23,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:09
-43.515882,-23.01646,47010,2,32,2022-08-04 06:40:29,25A,MATO ALTO X ALVORADA (PARADOR),ITI IDA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:14
-43.336565,-22.877597,13401,7,33,2022-08-04 06:10:57,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:47:06
-43.389277,-22.959852,27173,7,0,2022-08-04 07:52:23,41,MADUREIRA X TERMINAL RECREIO (EXPRESSO),ITI VOLTA - 41 MADUREIRA X TERMINAL RECREIO (EXPRESSO),2022-08-04 09:46:48
-43.395262,-22.964732,47020,4,42,2022-08-04 06:57:58,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI IDA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:47:07
-43.37299,-22.932572,30532,7,38,2022-08-04 09:20:49,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:46:54
-43.371815,-23.000113,30523,5,63,2022-08-04 09:41:47,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:50
-43.684373,-22.917615,30529,6,0,2022-08-04 09:21:15,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:46
-43.448628,-23.009698,30519,5,11,2022-08-04 07:22:15,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:46
-43.390725,-22.95319,30533,4,17,2022-08-04 06:06:14,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:47:53
-43.365143,-23.00072,86842,0,0,2022-08-04 06:36:42,19,PINGO DAGUA X SALVADOR ALLENDE (EXPRESSO),ITI IDA - 19 PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO),2022-08-04 09:47:45
-43.390428,-22.964088,12728,4,54,2022-08-04 08:44:00,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:06
-43.373465,-22.928565,30532,7,29,2022-08-04 09:20:49,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI IDA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:47:55
-43.486263,-23.019503,86853,1,0,2022-08-04 09:08:55,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:38
-43.366253,-23.000868,47009,6,0,2022-08-04 06:11:09,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI IDA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:52
-43.400927,-22.862187,13424,2,0,2022-08-04 09:44:18,51,VILA MILITAR X TERMINAL RECREIO (PARADOR),ITI IDA - 51 VILA MILITAR X TERMINAL RECREIO (PARADOR),2022-08-04 09:47:47
-43.364205,-23.00109,27174,7,14,2022-08-04 04:50:02,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:47:45
-43.399777,-22.884427,13428,2,0,2022-08-04 08:16:44,53B,TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),ITI VOLTA - 53B TERMINAL SULACAP X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:07
-43.510942,-23.017798,86861,2,16,2022-08-04 07:53:04,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI VOLTA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:45
-43.341495,-23.000277,13422,7,0,2022-08-04 09:38:24,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI IDA - 22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:47:44
-43.240413,-22.816688,13404,2,60,2022-08-04 08:49:50,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:54
-43.233743,-22.820873,12716,6,61,2022-08-04 09:01:41,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:53
-43.44505,-23.008838,27212,5,32,2022-08-04 09:21:44,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI VOLTA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:53
-43.596907,-22.993603,12736,5,0,2022-08-04 08:51:11,25A,MATO ALTO X ALVORADA (PARADOR),ITI VOLTA - 25A MATO ALTO X ALVORADA (PARADOR),2022-08-04 09:47:57
-43.373937,-22.923323,47017,4,21,2022-08-04 08:14:11,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:47:59
-43.246283,-22.849177,12703,5,33,2022-08-04 09:21:15,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:48
-43.36568,-22.98617,12711,7,45,2022-08-04 09:41:25,9999,LINHA TREINAMENTO BRT,Iti Default,2022-08-04 09:47:58
-43.313463,-23.006768,30542,2,0,2022-08-04 09:47:34,53A,TERMINAL SULACAP X ALVORADA (EXPRESSO),ITI VOLTA - 53A TERMINAL SULACAP X ALVORADA (EXPRESSO),2022-08-04 09:47:43
-43.367132,-23.000732,30504,0,0,2022-08-04 09:19:12,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:48:10
-43.276948,-22.841407,12701,4,0,2022-08-04 05:21:17,46,PENHA X ALVORADA (EXPRESSO),ITI VOLTA - 46 PENHA X ALVORADA (EXPRESSO),2022-08-04 09:47:46
-43.338238,-22.87909,30536,2,0,2022-08-04 08:59:40,40A,ALVORADA X MADUREIRA (EXPRESSO),ITI VOLTA - 40A ALVORADA X MADUREIRA (EXPRESSO),2022-08-04 09:47:46
-43.599065,-22.992035,12733,2,19,2022-08-04 09:18:42,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:48:02
-43.55189,-23.006897,12729,2,57,2022-08-04 09:08:23,10,SANTA CRUZ X ALVORADA (EXPRESSO),ITI IDA - 10 SANTA CRUZ X ALVORADA (EXPRESSO),2022-08-04 09:47:44
-43.313428,-23.006645,30514,6,24,2022-08-04 09:45:54,22,TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),ITI VOLTA -  22 TERMINAL ALVORADA X TERMINAL JARDIM OCEÂNICO (PARADOR),2022-08-04 09:48:05
-43.404932,-23.000102,12709,2,58,2022-08-04 08:33:21,12,PINGO DAGUA X ALVORADA (EXPRESSO),ITI IDA - 12 PINGO D`AGUA X ALVORADA (EXPRESSO),2022-08-04 09:47:58
-43.312682,-23.006692,86836,4,2,2022-08-04 08:49:52,35A,MADUREIRA X JARDIM OCEANICO (PARADOR),ITI VOLTA - 35A MADUREIRA X JARDIM OCEANICO (PARADOR),2022-08-04 09:48:03
-43.292553,-22.838068,27205,5,49,2022-08-04 05:06:27,42A,GALEAO X MADUREIRA (PARADOR),ITI VOLTA - 42A GALEAO X MADUREIRA (PARADOR),2022-08-04 09:47:42
