,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,3083BC0002P2,B0035AAB0AIDU01,00:00:00,00:00:00,1,0,2022-04-16,Terminal Paulo da Portela :: Embarque (BRT),-22.877670000000002,-43.33682,POINT (-43.33682 -22.87767)
1,1,3083BC0001U2,B0035AAB0AIDU01,00:01:30,00:01:30,2,720,2022-04-16,Campinho,-22.88212,-43.34194,POINT (-43.34194 -22.88212)
2,2,3078BC0001U2,B0035AAB0AIDU01,00:03:10,00:03:10,3,1526,2022-04-16,Pinto Teles,-22.888370000000002,-43.34597,POINT (-43.34597 -22.88837)
3,3,4124BC0003U2,B0035AAB0AIDU01,00:04:22,00:04:22,4,2096,2022-04-16,Capitão Menezes,-22.892879999999998,-43.348659999999995,POINT (-43.34866 -22.89288)
4,4,4124BC0002U2,B0035AAB0AIDU01,00:05:48,00:05:48,5,2789,2022-04-16,Praça Seca,-22.89801,-43.35253,POINT (-43.35253 -22.89801)
5,5,4124BC0001U2,B0035AAB0AIDU01,00:07:37,00:07:37,6,3663,2022-04-16,Ipase,-22.904678264049288,-43.35708688037396,POINT (-43.35708688037396 -22.90467826404929)
6,6,4123BC0001U2,B0035AAB0AIDU01,00:10:23,00:10:23,7,4989,2022-04-16,Tanque,-22.9159,-43.36161,POINT (-43.36161 -22.9159)
7,7,4122BC0298U1,B0035AAB0AIDU01,00:12:09,00:12:09,8,5832,2022-04-16,Aracy Cabral,-22.92022554860961,-43.36837247098605,POINT (-43.36837247098605 -22.92022554860961)
8,8,4122BC0193U2,B0035AAB0AIDU01,00:13:41,00:13:41,9,6574,2022-04-16,Taquara,-22.924570000000003,-43.37389,POINT (-43.37389 -22.92457)
9,9,4122BC0004U2,B0035AAB0AIDU01,00:14:49,00:14:49,10,7119,2022-04-16,André Rocha,-22.929479999999998,-43.373470000000005,POINT (-43.37347 -22.92948)
10,10,4122BC0003U2,B0035AAB0AIDU01,00:16:12,00:16:12,11,7776,2022-04-16,Merck,-22.93524,-43.3719,POINT (-43.3719 -22.93524)
11,11,4122BC0001U2,B0035AAB0AIDU01,00:17:27,00:17:27,12,8381,2022-04-16,Divina Providência,-22.94067,-43.3726,POINT (-43.3726 -22.94067)
12,12,4115BC0005U2,B0035AAB0AIDU01,00:19:12,00:19:12,13,9221,2022-04-16,Recanto das Palmeiras,-22.94826,-43.37246,POINT (-43.37246 -22.94826)
13,13,4115BC0004U2,B0035AAB0AIDU01,00:20:13,00:20:13,14,9706,2022-04-16,Vila Sapê - IV Centenário,-22.952170000000002,-43.3746,POINT (-43.3746 -22.95217)
14,14,4119BC0003U2,B0035AAB0AIDU01,00:21:09,00:21:09,15,10152,2022-04-16,Arroio Pavuna,-22.95526,-43.3774,POINT (-43.3774 -22.95526)
15,15,4119BC0002U2,B0035AAB0AIDU01,00:22:39,00:22:39,16,10873,2022-04-16,Praça do Bandolim,-22.958579999999998,-43.38345,POINT (-43.38345 -22.95858)
16,16,4119BC0051U1,B0035AAB0AIDU01,00:23:50,00:23:50,17,11446,2022-04-16,Curicica,-22.959866713322835,-43.38886582163086,POINT (-43.38886582163086 -22.95986671332284)
