,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,5151BO0001U1,B0012AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-16,Pingo dÁgua,-22.9649,-43.64728,POINT (-43.64728 -22.9649)
1,1,5151BO0002U1,B0012AAF0AIDU01,00:05:28,00:05:28,2,2626,2022-04-16,Magarça,-22.96869,-43.622,POINT (-43.622 -22.96869)
2,2,5151BO0003X1,B0012AAF0AIDU01,00:13:27,00:13:27,3,6462,2022-04-16,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
3,3,4132BO0005X1,B0012AAF0AIDU01,00:37:27,00:37:27,4,17980,2022-04-16,Recreio Shopping,-23.01979,-43.48766,POINT (-43.48766 -23.01979)
4,4,4132BO0010X1,B0012AAF0AIDU01,00:43:44,00:43:44,5,20998,2022-04-16,Gláucio Gil,-23.012539999999998,-43.45928,POINT (-43.45928 -23.01254)
5,5,4132BO0013U1,B0012AAF0AIDU01,00:47:31,00:47:31,6,22809,2022-04-16,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
6,6,4128B00225P0,B0012AAF0AIDU01,01:04:08,01:04:08,7,30787,2022-04-16,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
7,7,5151BO0001U1,B0012AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-17,Pingo dÁgua,-22.9649,-43.64728,POINT (-43.64728 -22.9649)
8,8,5151BO0002U1,B0012AAF0AIDU01,00:05:28,00:05:28,2,2626,2022-04-17,Magarça,-22.96869,-43.622,POINT (-43.622 -22.96869)
9,9,5151BO0003X1,B0012AAF0AIDU01,00:13:27,00:13:27,3,6462,2022-04-17,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
10,10,4132BO0005X1,B0012AAF0AIDU01,00:37:27,00:37:27,4,17980,2022-04-17,Recreio Shopping,-23.01979,-43.48766,POINT (-43.48766 -23.01979)
11,11,4132BO0010X1,B0012AAF0AIDU01,00:43:44,00:43:44,5,20998,2022-04-17,Gláucio Gil,-23.012539999999998,-43.45928,POINT (-43.45928 -23.01254)
12,12,4132BO0013U1,B0012AAF0AIDU01,00:47:31,00:47:31,6,22809,2022-04-17,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
13,13,4128B00225P0,B0012AAF0AIDU01,01:04:08,01:04:08,7,30787,2022-04-17,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
14,14,5151BO0001U1,B0012AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-18,Pingo dÁgua,-22.9649,-43.64728,POINT (-43.64728 -22.9649)
15,15,5151BO0002U1,B0012AAF0AIDU01,00:05:28,00:05:28,2,2626,2022-04-18,Magarça,-22.96869,-43.622,POINT (-43.622 -22.96869)
16,16,5151BO0003X1,B0012AAF0AIDU01,00:13:27,00:13:27,3,6462,2022-04-18,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
17,17,4132BO0005X1,B0012AAF0AIDU01,00:37:27,00:37:27,4,17980,2022-04-18,Recreio Shopping,-23.01979,-43.48766,POINT (-43.48766 -23.01979)
18,18,4132BO0010X1,B0012AAF0AIDU01,00:43:44,00:43:44,5,20998,2022-04-18,Gláucio Gil,-23.012539999999998,-43.45928,POINT (-43.45928 -23.01254)
19,19,4132BO0013U1,B0012AAF0AIDU01,00:47:31,00:47:31,6,22809,2022-04-18,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
20,20,4128B00225P0,B0012AAF0AIDU01,01:04:08,01:04:08,7,30787,2022-04-18,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
