,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,5151BO0003X1,B0013AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-16,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
1,1,5151BO0006U1,B0013AAF0AIDU01,00:12:36,00:12:36,2,6054,2022-04-16,Ilha de Guaratiba,-23.009520000000002,-43.53988,POINT (-43.53988 -23.00952)
2,2,4132BO0005X1,B0013AAF0AIDU01,00:24:00,00:24:00,3,11526,2022-04-16,Recreio Shopping,-23.01979,-43.48766,POINT (-43.48766 -23.01979)
3,3,4132BO0010X1,B0013AAF0AIDU01,00:30:18,00:30:18,4,14544,2022-04-16,Gláucio Gil,-23.012539999999998,-43.45928,POINT (-43.45928 -23.01254)
4,4,4132BO0013U1,B0013AAF0AIDU01,00:34:04,00:34:04,5,16355,2022-04-16,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
5,5,4128B00225P0,B0013AAF0AIDU01,00:50:41,00:50:41,6,24333,2022-04-16,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
6,6,5151BO0003X1,B0013AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-17,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
7,7,5151BO0006U1,B0013AAF0AIDU01,00:12:36,00:12:36,2,6054,2022-04-17,Ilha de Guaratiba,-23.009520000000002,-43.53988,POINT (-43.53988 -23.00952)
8,8,4132BO0005X1,B0013AAF0AIDU01,00:24:00,00:24:00,3,11526,2022-04-17,Recreio Shopping,-23.01979,-43.48766,POINT (-43.48766 -23.01979)
9,9,4132BO0010X1,B0013AAF0AIDU01,00:30:18,00:30:18,4,14544,2022-04-17,Gláucio Gil,-23.012539999999998,-43.45928,POINT (-43.45928 -23.01254)
10,10,4132BO0013U1,B0013AAF0AIDU01,00:34:04,00:34:04,5,16355,2022-04-17,Salvador Allende,-23.00819,-43.44225,POINT (-43.44225 -23.00819)
11,11,4128B00225P0,B0013AAF0AIDU01,00:50:41,00:50:41,6,24333,2022-04-17,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
12,12,5151BO0003X1,B0013AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-18,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
