,index,stop_id,trip_id,arrival_time,departure_time,stop_sequence,shape_dist_traveled,data_versao,stop_name,latitude,longitude,posicao
0,0,5149BO0001U1,B0010AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-16,Santa Cruz,-22.916684892635196,-43.68370533498764,POINT (-43.68370533498764 -22.9166848926352)
1,1,5149BO0002U1,B0010AAF0AIDU01,00:01:32,00:01:32,2,743,2022-04-16,General Olímpio,-22.92227,-43.67969,POINT (-43.67969 -22.92227)
2,2,5149BO0003U1,B0010AAF0AIDU01,00:02:50,00:02:50,3,1361,2022-04-16,Gastão Rangel,-22.927529999999997,-43.67767,POINT (-43.67767 -22.92753)
3,3,5149BO0004U1,B0010AAF0AIDU01,00:04:01,00:04:01,4,1928,2022-04-16,Cajueiros,-22.930889999999998,-43.67349,POINT (-43.67349 -22.93089)
4,4,5149BO0005U1,B0010AAF0AIDU01,00:05:54,00:05:54,5,2838,2022-04-16,Curral Falso,-22.93648,-43.66698,POINT (-43.66698 -22.93648)
5,5,5149BO0006U1,B0010AAF0AIDU01,00:06:55,00:06:55,6,3324,2022-04-16,Santa Veridiana,-22.94054,-43.66518,POINT (-43.66518 -22.94054)
6,6,5149BO0007U1,B0010AAF0AIDU01,00:10:49,00:10:49,7,5194,2022-04-16,Vendas de Varanda,-22.95094,-43.65081,POINT (-43.65081 -22.95094)
7,7,5151BO0001U1,B0010AAF0AIDU01,00:14:07,00:14:07,8,6781,2022-04-16,Pingo dÁgua,-22.9649,-43.64728,POINT (-43.64728 -22.9649)
8,8,5151BO0002U1,B0010AAF0AIDU01,00:19:35,00:19:35,9,9407,2022-04-16,Magarça,-22.96869,-43.622,POINT (-43.622 -22.96869)
9,9,5151BO0003X1,B0010AAF0AIDU01,00:27:35,00:27:35,10,13243,2022-04-16,Mato Alto,-22.99407,-43.59653,POINT (-43.59653 -22.99407)
10,10,4132BO0005X1,B0010AAF0AIDU01,00:51:35,00:51:35,11,24761,2022-04-16,Recreio Shopping,-23.01979,-43.48766,POINT (-43.48766 -23.01979)
11,11,4132BO0010X1,B0010AAF0AIDU01,00:57:52,00:57:52,12,27779,2022-04-16,Gláucio Gil,-23.012539999999998,-43.45928,POINT (-43.45928 -23.01254)
12,12,4132BO0013X1,B0010AAF0AIDU01,01:01:27,01:01:27,13,29499,2022-04-16,Salvador Allende,-23.008397410530964,-43.44310563394365,POINT (-43.44310563394365 -23.00839741053096)
13,13,4128B00225P0,B0010AAF0AIDU01,01:18:15,01:18:15,14,37566,2022-04-16,Terminal Alvorada :: Plataforma A (Desembarque),-23.00107740690031,-43.364808788085874,POINT (-43.36480878808587 -23.00107740690031)
14,14,5149BO0001U1,B0010AAF0AIDU01,00:00:00,00:00:00,1,0,2022-04-17,Santa Cruz,-22.916684892635196,-43.68370533498764,POINT (-43.68370533498764 -22.9166848926352)
15,15,5149BO0002U1,B0010AAF0AIDU01,00:01:32,00:01:32,2,743,2022-04-17,General Olímpio,-22.92227,-43.67969,POINT (-43.67969 -22.92227)
